Source,Target,Weight,Type
pm7vr,pm8,2,electrical
pm7vr,mc3dr,2,electrical
pm7vr,mc3v,2,electrical
pm8,pm7d,2,electrical
pm8,pm7vl,2,electrical
pm8,pm7vr,2,electrical
pm8,mc3dl,2,electrical
pm8,mc3dr,2,electrical
pm8,mc3v,2,electrical
mc1dl,pm3d,2,electrical
mc1dl,pm3vl,2,electrical
mc1dl,pm4d,2,electrical
mc1dl,pm4vl,2,electrical
mc1dl,mc2dl,2,electrical
mc1dr,pm3d,2,electrical
mc1dr,pm4d,2,electrical
mc1dr,pm4vr,4,electrical
mc1dr,mc2dr,2,electrical
mc1v,pm3vl,2,electrical
mc1v,pm3vr,2,electrical
mc1v,pm4vl,2,electrical
mc1v,pm4vr,2,electrical
mc2dl,pm5d,2,electrical
mc2dl,pm5vl,2,electrical
mc2dl,mc1dl,2,electrical
mc2dl,mc3dl,2,electrical
mc2dr,pm5d,2,electrical
mc2dr,pm5vr,2,electrical
mc2dr,mc1dr,2,electrical
mc2dr,mc3dr,2,electrical
mc2v,pm5vl,2,electrical
mc2v,pm5vr,2,electrical
mc3dl,pm6d,2,electrical
mc3dl,pm6vl,2,electrical
mc3dl,pm7d,2,electrical
mc3dl,pm7vl,2,electrical
mc3dl,pm8,2,electrical
mc3dl,mc2dl,2,electrical
mc3dr,pm6d,2,electrical
mc3dr,pm6vr,2,electrical
mc3dr,pm7d,2,electrical
mc3dr,pm7vr,2,electrical
mc3dr,pm8,2,electrical
mc3dr,mc2dr,2,electrical
mc3v,pm6vl,2,electrical
mc3v,pm6vr,2,electrical
mc3v,pm7vl,2,electrical
mc3v,pm7vr,2,electrical
mc3v,pm8,2,electrical
ADFL,AIAL,4,electrical
ADFL,ADAL,2,electrical
ADFR,AFDR,3,electrical
ADFR,RIH,3,electrical
ADFR,RIPR,1,electrical
ADLL,ADLR,14,electrical
ADLR,ADLL,14,electrical
ADLR,RMGR,2,electrical
ASEL,ASJL,1,electrical
ASGL,AIML,6,electrical
ASHL,RICL,9,electrical
ASIL,ASIR,4,electrical
ASIR,ASIL,4,electrical
ASIR,ASKR,1,electrical
ASIR,OLLR,2,electrical
ASIR,AIAR,2,electrical
ASIR,AIMR,1,electrical
ASJL,ASEL,1,electrical
ASJL,EF2,8,electrical
ASJR,AIMR,2,electrical
ASKL,ASKR,4,electrical
ASKL,AIML,4,electrical
ASKL,RMGL,3,electrical
ASKL,AVFL,2,electrical
ASKL,PVQL,2,electrical
ASKR,ASIR,1,electrical
ASKR,ASKL,4,electrical
ASKR,AIMR,1,electrical
ASKR,PVQR,4,electrical
ASKR,EF3,3,electrical
AWAL,AIAL,12,electrical
AWAL,AIZL,1,electrical
AWAR,AIAR,5,electrical
AWBL,RMGL,1,electrical
AWBR,AUAR,3,electrical
AFDL,AFDR,5,electrical
AFDR,ADFR,3,electrical
AFDR,AFDL,5,electrical
AFDR,IL2R,1,electrical
IL1DR,IL1R,8,electrical
IL1DR,CEPDR,1,electrical
IL1L,IL1VL,5,electrical
IL1L,IL2L,12,electrical
IL1L,URBL,2,electrical
IL1R,IL1DR,8,electrical
IL1R,IL1VR,15,electrical
IL1VL,IL1L,5,electrical
IL1VL,IL1VR,26,electrical
IL1VL,IL2VL,1,electrical
IL1VL,RMDDL,3,electrical
IL1VR,IL1R,15,electrical
IL1VR,IL1VL,26,electrical
IL1VR,CEPVR,1,electrical
IL1VR,RMED,2,electrical
IL1VR,URAVL,1,electrical
IL2DL,CEPDL,2,electrical
IL2DR,URXR,3,electrical
IL2DR,URADR,2,electrical
IL2L,IL1L,12,electrical
IL2L,OLLL,2,electrical
IL2L,RMGL,5,electrical
IL2L,URBL,17,electrical
IL2R,AFDR,1,electrical
IL2R,RMGR,3,electrical
IL2R,RMEL,1,electrical
IL2R,RMER,1,electrical
IL2VL,IL1VL,1,electrical
IL2VL,CEPVL,1,electrical
OLQDL,OLLL,10,electrical
OLQDL,CEPDL,1,electrical
OLQDL,RMDDR,2,electrical
OLQDL,RMDR,5,electrical
OLQDR,OLLR,6,electrical
OLQDR,AVEL,4,electrical
OLQDR,CEMDR,3,electrical
OLQVL,OLLL,13,electrical
OLQVL,RIGL,6,electrical
OLQVL,AVER,5,electrical
OLQVR,CEPVR,11,electrical
OLQVR,RIBR,6,electrical
OLQVR,RIGR,3,electrical
OLQVR,RMDDR,3,electrical
OLQVR,CEMVR,1,electrical
OLLL,IL2L,2,electrical
OLLL,OLQDL,10,electrical
OLLL,OLQVL,13,electrical
OLLL,OLLR,18,electrical
OLLL,RIGL,15,electrical
OLLR,ASIR,2,electrical
OLLR,OLQDR,6,electrical
OLLR,OLLL,18,electrical
OLLR,RIGR,27,electrical
CEPDL,IL2DL,2,electrical
CEPDL,OLQDL,1,electrical
CEPDL,URXL,2,electrical
CEPDL,CEMDL,3,electrical
CEPDR,IL1DR,1,electrical
CEPDR,URXR,1,electrical
CEPDR,RIH,15,electrical
CEPDR,CEMDR,1,electrical
CEPVL,IL2VL,1,electrical
CEPVL,CEPVL,4,electrical
CEPVL,AIYL,4,electrical
CEPVL,RIH,13,electrical
CEPVL,URAVL,25,electrical
CEPVL,CEMVL,1,electrical
CEPVR,IL1VR,1,electrical
CEPVR,OLQVR,11,electrical
CEPVR,RIH,10,electrical
CEPVR,URAVR,22,electrical
ALML,AVM,29,electrical
ALML,PVR,4,electrical
ALMR,AVM,31,electrical
ALMR,PVR,1,electrical
AVM,ALML,29,electrical
AVM,ALMR,31,electrical
AVM,AVDL,6,electrical
PVM,PVM,1,electrical
PVM,PDEL,11,electrical
PVM,PDER,8,electrical
PVM,AVKL,1,electrical
PVM,DVA,1,electrical
PVM,PVR,1,electrical
PVM,DB03,2,electrical
PVM,VD09,1,electrical
PVM,CA06,3,electrical
PLML,PDEL,2,electrical
PLML,PDER,3,electrical
PLML,PVR,15,electrical
PLML,PVCR,6,electrical
PLML,AVAL,2,electrical
PLML,AVAR,3,electrical
PLML,AVDL,3,electrical
PLML,AVDR,2,electrical
PLML,VA09,2,electrical
PLML,R1AL,1,electrical
PLML,R2AL,1,electrical
PLML,R2BL,2,electrical
PLMR,PDEL,4,electrical
PLMR,PDER,2,electrical
PLMR,PHCR,3,electrical
PLMR,PVNL,1,electrical
PLMR,PVR,11,electrical
PLMR,PVCR,1,electrical
PLMR,AVAL,1,electrical
PLMR,LUAR,1,electrical
PLMR,VA09,2,electrical
PLMR,VB08,2,electrical
PLNR,PVNR,2,electrical
FLPL,SDQR,4,electrical
FLPL,RIH,8,electrical
FLPL,RIVR,1,electrical
SDQR,FLPL,4,electrical
SDQR,RIVL,10,electrical
SDQR,RIVR,19,electrical
PVDL,PVDR,3,electrical
PVDL,AVG,1,electrical
PVDL,PVCR,1,electrical
PVDL,AVAR,4,electrical
PVDL,VA10,1,electrical
PVDL,PVZ,2,electrical
PVDR,PVDL,3,electrical
PVDR,PDER,1,electrical
PVDR,DVC,1,electrical
PVDR,PVCR,2,electrical
PVDR,AVAL,6,electrical
PVDR,VD09,1,electrical
PVDR,R6BR,2,electrical
BAGL,RIR,15,electrical
URXL,CEPDL,2,electrical
URXL,ALA,1,electrical
URXL,RMGL,1,electrical
URXL,CEMDL,1,electrical
URXR,IL2DR,3,electrical
URXR,CEPDR,1,electrical
URXR,RMFR,1,electrical
URXR,RMGR,4,electrical
URXR,CEMDR,3,electrical
URYDR,RIGR,6,electrical
URYDR,AVAR,8,electrical
URYVR,CEMVR,2,electrical
AQR,AVKL,2,electrical
PQR,PHAL,1,electrical
PQR,AVFR,1,electrical
PQR,AVG,17,electrical
PQR,PVNL,6,electrical
PQR,PVPL,5,electrical
PQR,PVPR,10,electrical
PQR,PVT,5,electrical
PQR,PVWL,2,electrical
PQR,PVWR,2,electrical
PQR,AVAL,2,electrical
PQR,AVAR,17,electrical
PQR,AVBR,1,electrical
PQR,AVDL,1,electrical
PQR,AVDR,2,electrical
PQR,DA04,5,electrical
PQR,VB09,1,electrical
PQR,VB10,1,electrical
PQR,hyp,5,electrical
PQR,R8BL,1,electrical
PQR,SPVL,1,electrical
PQR,SPVR,1,electrical
PQR,PVX,59,electrical
AUAR,AWBR,3,electrical
ADER,RIH,1,electrical
PDEL,PVM,11,electrical
PDEL,PLML,2,electrical
PDEL,PLMR,4,electrical
PDEL,PDER,25,electrical
PDEL,AVKL,2,electrical
PDEL,AVKR,1,electrical
PDEL,DVA,6,electrical
PDEL,PVCR,2,electrical
PDEL,VB10,1,electrical
PDEL,VB11,4,electrical
PDEL,hyp,1,electrical
PDER,PVM,8,electrical
PDER,PLML,3,electrical
PDER,PLMR,2,electrical
PDER,PVDR,1,electrical
PDER,PDEL,25,electrical
PDER,AVKL,1,electrical
PDER,DVA,9,electrical
PDER,PVCL,1,electrical
PDER,VB09,7,electrical
PDER,VB10,4,electrical
PDER,VD09,5,electrical
PDER,R1AL,1,electrical
PHAL,PQR,1,electrical
PHAL,PHAR,24,electrical
PHAL,PHBL,35,electrical
PHAL,AVFR,2,electrical
PHAL,AVHR,19,electrical
PHAL,PVQL,11,electrical
PHAL,PVCL,14,electrical
PHAL,AVAL,2,electrical
PHAL,PDB,2,electrical
PHAL,R5BR,3,electrical
PHAL,R7BL,1,electrical
PHAL,PVV,2,electrical
PHAR,PHAL,24,electrical
PHAR,PHBR,46,electrical
PHAR,AVFL,3,electrical
PHAR,AVG,5,electrical
PHAR,AVHL,3,electrical
PHAR,AVHR,13,electrical
PHAR,PVQR,59,electrical
PHAR,PVCR,7,electrical
PHAR,R9BL,4,electrical
PHAR,PCAL,1,electrical
PHAR,EF2,3,electrical
PHBL,PHAL,35,electrical
PHBL,PHBR,13,electrical
PHBL,PVY,1,electrical
PHBR,PHAR,46,electrical
PHBR,PHBL,13,electrical
PHBR,AVHR,1,electrical
PHBR,PVQR,4,electrical
PHBR,PDB,13,electrical
PHBR,PVY,2,electrical
PHBR,EF1,1,electrical
PHBR,EF2,7,electrical
PHCL,PVWL,4,electrical
PHCL,PVWR,2,electrical
PHCL,PVCR,1,electrical
PHCL,R9AL,3,electrical
PHCR,PLMR,3,electrical
PHCR,PVQR,1,electrical
PHCR,PVWR,1,electrical
PHCR,PVCR,1,electrical
AIAL,ADFL,4,electrical
AIAL,AWAL,12,electrical
AIAR,ASIR,2,electrical
AIAR,AWAR,5,electrical
AIBL,RIGR,2,electrical
AIBR,AIZL,1,electrical
AIBR,RIGL,2,electrical
AIBR,RIML,1,electrical
AIBR,RMEV,5,electrical
AIBR,RIVR,2,electrical
AIYL,CEPVL,4,electrical
AIYR,SIAVR,1,electrical
AIZL,AWAL,1,electrical
AIZL,AIBR,1,electrical
AIZL,AIZR,13,electrical
AIZL,RIML,12,electrical
AIZR,AIZL,13,electrical
ADAL,ADFL,2,electrical
ADAL,RIML,1,electrical
AIML,ASGL,6,electrical
AIML,ASKL,4,electrical
AIMR,ASIR,1,electrical
AIMR,ASJR,2,electrical
AIMR,ASKR,1,electrical
ALA,URXL,1,electrical
ALA,RID,4,electrical
RIAL,RIAR,1,electrical
RIAL,SAAVR,1,electrical
RIAR,RIAL,1,electrical
RIAR,AVEL,1,electrical
RIAR,SIAVR,1,electrical
RIAR,SMBDR,1,electrical
RIBL,RIBR,8,electrical
RIBL,RIGL,1,electrical
RIBL,AVL,2,electrical
RIBL,DVC,1,electrical
RIBL,AVBL,6,electrical
RIBL,RMDR,6,electrical
RIBL,SIBDL,4,electrical
RIBL,SMDDL,3,electrical
RIBL,SMDVR,6,electrical
RIBR,OLQVR,6,electrical
RIBR,RIBL,8,electrical
RIBR,RIBR,1,electrical
RIBR,AVBR,10,electrical
RIBR,RMDDL,9,electrical
RIBR,RMER,1,electrical
RIBR,RMHL,3,electrical
RIBR,SIBDR,11,electrical
RIBR,SMDDR,3,electrical
RIBR,SMDVL,2,electrical
RICL,ASHL,9,electrical
RICL,AVKL,1,electrical
RICL,AVKR,3,electrical
RICL,CEMVR,1,electrical
RICR,AVKL,2,electrical
RICR,AVKR,9,electrical
RIFL,RIML,1,electrical
RIGL,OLQVL,6,electrical
RIGL,OLLL,15,electrical
RIGL,AIBR,2,electrical
RIGL,RIBL,1,electrical
RIGL,RIGR,40,electrical
RIGL,AVKL,5,electrical
RIGL,CEMVL,4,electrical
RIGR,OLQVR,3,electrical
RIGR,OLLR,27,electrical
RIGR,URYDR,6,electrical
RIGR,AIBL,2,electrical
RIGR,RIGL,40,electrical
RIGR,SIBVR,4,electrical
RIGR,CEMVR,6,electrical
RIH,ADFR,3,electrical
RIH,CEPDR,15,electrical
RIH,CEPVL,13,electrical
RIH,CEPVR,10,electrical
RIH,FLPL,8,electrical
RIH,ADER,1,electrical
RIR,BAGL,15,electrical
RIR,AVL,1,electrical
RIR,CEMVL,10,electrical
RIS,RIML,5,electrical
RIS,RIMR,3,electrical
RIS,RMEV,1,electrical
RIS,SMDVL,2,electrical
RMFR,URXR,1,electrical
RMFR,RIMR,2,electrical
RMGL,ASKL,3,electrical
RMGL,AWBL,1,electrical
RMGL,IL2L,5,electrical
RMGL,URXL,1,electrical
RMGL,RMGL,1,electrical
RMGL,RMHL,15,electrical
RMGR,ADLR,2,electrical
RMGR,IL2R,3,electrical
RMGR,URXR,4,electrical
RMGR,RMHL,1,electrical
RMGR,RMHR,6,electrical
URBL,IL1L,2,electrical
URBL,IL2L,17,electrical
RIPR,ADFR,1,electrical
AVFL,ASKL,2,electrical
AVFL,PHAR,3,electrical
AVFL,AVFR,1,electrical
AVFL,AVG,5,electrical
AVFL,DVA,4,electrical
AVFL,PVNL,1,electrical
AVFL,PVNR,6,electrical
AVFL,PVPR,6,electrical
AVFL,PVCR,2,electrical
AVFL,DA09,1,electrical
AVFL,R1BR,6,electrical
AVFL,R3BR,1,electrical
AVFL,R7BR,2,electrical
AVFL,R8AR,1,electrical
AVFL,PVX,1,electrical
AVFR,PQR,1,electrical
AVFR,PHAL,2,electrical
AVFR,AVFL,1,electrical
AVFR,PVNL,1,electrical
AVFR,PVNR,1,electrical
AVFR,VA11,1,electrical
AVG,PVDL,1,electrical
AVG,PQR,17,electrical
AVG,PHAR,5,electrical
AVG,AVFL,5,electrical
AVG,AVG,5,electrical
AVG,AVHL,1,electrical
AVG,AVJL,6,electrical
AVG,AVJR,7,electrical
AVG,AVL,2,electrical
AVG,DVA,12,electrical
AVG,DVB,1,electrical
AVG,PVNL,2,electrical
AVG,PVNR,1,electrical
AVG,PVPL,22,electrical
AVG,PVQR,7,electrical
AVG,PVCR,5,electrical
AVG,AVBL,11,electrical
AVG,AVBR,11,electrical
AVG,DA09,2,electrical
AVG,PDA,10,electrical
AVG,VD13,2,electrical
AVG,hyp,3,electrical
AVG,R1BR,3,electrical
AVG,HOA,6,electrical
AVG,PCAL,2,electrical
AVG,PCBL,2,electrical
AVG,PVX,5,electrical
AVG,PVZ,3,electrical
AVG,DVE,5,electrical
AVG,DVF,3,electrical
AVG,EF1,9,electrical
AVG,EF2,1,electrical
AVG,EF3,6,electrical
AVG,CA07,3,electrical
AVG,CP05,5,electrical
AVHL,PHAR,3,electrical
AVHL,AVG,1,electrical
AVHL,AVJR,2,electrical
AVHL,PVQR,3,electrical
AVHL,PVV,1,electrical
AVHL,PVY,1,electrical
AVHL,EF1,1,electrical
AVHL,EF3,1,electrical
AVHR,PHAL,19,electrical
AVHR,PHAR,13,electrical
AVHR,PHBR,1,electrical
AVHR,AVJL,5,electrical
AVHR,AVJR,2,electrical
AVHR,PVNL,2,electrical
AVHR,AVBR,2,electrical
AVHR,DD04,1,electrical
AVHR,EF1,1,electrical
AVHR,CP04,1,electrical
AVJL,AVG,6,electrical
AVJL,AVHR,5,electrical
AVJL,AVJR,22,electrical
AVJL,PVCL,1,electrical
AVJL,DD04,6,electrical
AVJL,VB10,1,electrical
AVJL,VD09,2,electrical
AVJL,PVX,4,electrical
AVJL,EF2,16,electrical
AVJL,EF3,3,electrical
AVJL,CA03,1,electrical
AVJL,CA08,1,electrical
AVJL,CP04,1,electrical
AVJL,CP05,1,electrical
AVJR,AVG,7,electrical
AVJR,AVHL,2,electrical
AVJR,AVHR,2,electrical
AVJR,AVJL,22,electrical
AVJR,PVQR,1,electrical
AVJR,DD04,2,electrical
AVJR,VB10,1,electrical
AVJR,VD10,1,electrical
AVJR,hyp,1,electrical
AVJR,PVX,4,electrical
AVJR,EF1,2,electrical
AVJR,EF2,16,electrical
AVJR,EF3,9,electrical
AVJR,CA03,1,electrical
AVJR,CA05,2,electrical
AVJR,CA07,3,electrical
AVKL,PVM,1,electrical
AVKL,AQR,2,electrical
AVKL,PDEL,2,electrical
AVKL,PDER,1,electrical
AVKL,RICL,1,electrical
AVKL,RICR,2,electrical
AVKL,RIGL,5,electrical
AVKL,AVKR,6,electrical
AVKL,DVA,14,electrical
AVKL,AVAR,1,electrical
AVKL,SIAVL,1,electrical
AVKL,SMBDL,3,electrical
AVKL,DB03,1,electrical
AVKL,VB05,1,electrical
AVKL,VB11,1,electrical
AVKL,hyp,50,electrical
AVKL,R5BR,13,electrical
AVKL,PDC,3,electrical
AVKL,CA06,2,electrical
AVKR,PDEL,1,electrical
AVKR,RICL,3,electrical
AVKR,RICR,9,electrical
AVKR,AVKL,6,electrical
AVKR,AVL,1,electrical
AVKR,DVC,1,electrical
AVKR,PVPR,50,electrical
AVKR,PVQL,3,electrical
AVKR,AVER,1,electrical
AVKR,SIADR,1,electrical
AVKR,SMBVR,4,electrical
AVKR,VB08,1,electrical
AVKR,hyp,71,electrical
AVKR,HOB,6,electrical
AVKR,PVX,1,electrical
AVKR,CA04,2,electrical
AVKR,CA05,3,electrical
AVKR,CA06,1,electrical
AVKR,CA08,3,electrical
AVKR,CP09,2,electrical
AVL,RIBL,2,electrical
AVL,RIR,1,electrical
AVL,AVG,2,electrical
AVL,AVKR,1,electrical
AVL,DVB,11,electrical
AVL,DVC,1,electrical
AVL,PDA,3,electrical
AVL,PDB,30,electrical
AVL,DD05,1,electrical
AVL,DVE,2,electrical
AVL,EF1,1,electrical
AVL,EF2,2,electrical
AVL,EF3,1,electrical
AVL,CA03,7,electrical
DVA,PVM,1,electrical
DVA,PDEL,6,electrical
DVA,PDER,9,electrical
DVA,AVFL,4,electrical
DVA,AVG,12,electrical
DVA,AVKL,14,electrical
DVA,PVPR,14,electrical
DVA,PVR,1,electrical
DVA,PVCL,3,electrical
DVA,PVCR,3,electrical
DVA,AVBL,9,electrical
DVA,AVBR,19,electrical
DVA,DA09,1,electrical
DVA,PDA,10,electrical
DVA,DB04,1,electrical
DVA,DB06,3,electrical
DVA,PDB,1,electrical
DVA,VA09,1,electrical
DVA,VA11,1,electrical
DVA,VB10,4,electrical
DVA,VB11,1,electrical
DVA,VD13,3,electrical
DVA,hyp,2,electrical
DVA,PDC,3,electrical
DVB,AVG,1,electrical
DVB,AVL,11,electrical
DVB,DVB,2,electrical
DVB,DVC,8,electrical
DVB,PVQR,5,electrical
DVB,DD05,1,electrical
DVB,HOB,11,electrical
DVB,SPVL,1,electrical
DVB,DVF,7,electrical
DVB,EF3,2,electrical
DVB,CA03,2,electrical
DVB,CP01,1,electrical
DVC,PVDR,1,electrical
DVC,RIBL,1,electrical
DVC,AVKR,1,electrical
DVC,AVL,1,electrical
DVC,DVB,8,electrical
DVC,PVPL,2,electrical
DVC,PVPR,6,electrical
DVC,PVT,5,electrical
DVC,DA08,7,electrical
DVC,SPDL,2,electrical
DVC,SPVL,4,electrical
DVC,SPVR,2,electrical
DVC,PVY,2,electrical
DVC,PVZ,3,electrical
DVC,DVE,3,electrical
DVC,DVF,10,electrical
DVC,EF3,4,electrical
DVC,CA06,5,electrical
DVC,CP01,2,electrical
DVC,CP03,1,electrical
DVC,CP04,1,electrical
DVC,CP05,1,electrical
DVC,CP06,1,electrical
PVNL,PLMR,1,electrical
PVNL,PQR,6,electrical
PVNL,AVFL,1,electrical
PVNL,AVFR,1,electrical
PVNL,AVG,2,electrical
PVNL,AVHR,2,electrical
PVNL,PVNR,16,electrical
PVNL,PVPL,2,electrical
PVNL,PVCL,1,electrical
PVNL,AVAR,4,electrical
PVNL,AVBL,18,electrical
PVNL,AVBR,2,electrical
PVNL,AVDR,1,electrical
PVNL,VD11,2,electrical
PVNL,hyp,1,electrical
PVNL,R7BL,1,electrical
PVNL,SPDL,1,electrical
PVNL,SPVL,3,electrical
PVNL,PVV,1,electrical
PVNL,PVX,4,electrical
PVNL,PVY,8,electrical
PVNL,EF1,1,electrical
PVNL,CP07,1,electrical
PVNR,PLNR,2,electrical
PVNR,AVFL,6,electrical
PVNR,AVFR,1,electrical
PVNR,AVG,1,electrical
PVNR,PVNL,16,electrical
PVNR,PVPL,1,electrical
PVNR,PVCR,1,electrical
PVNR,AVBL,2,electrical
PVNR,AVBR,5,electrical
PVNR,LUAL,2,electrical
PVNR,PDB,1,electrical
PVNR,VD12,1,electrical
PVNR,hyp,1,electrical
PVNR,R7BR,3,electrical
PVNR,R8BR,1,electrical
PVNR,PVY,1,electrical
PVNR,EF1,11,electrical
PVNR,EF2,8,electrical
PVNR,EF3,3,electrical
PVNR,PDC,2,electrical
PVPL,PQR,5,electrical
PVPL,AVG,22,electrical
PVPL,DVC,2,electrical
PVPL,PVNL,2,electrical
PVPL,PVNR,1,electrical
PVPL,PVPR,14,electrical
PVPL,PVT,5,electrical
PVPL,PDA,17,electrical
PVPL,DD05,2,electrical
PVPL,DD06,5,electrical
PVPL,VD09,58,electrical
PVPL,VD10,8,electrical
PVPL,VD11,1,electrical
PVPL,VD13,16,electrical
PVPL,SPVL,4,electrical
PVPL,SPVR,1,electrical
PVPL,PVX,3,electrical
PVPL,PVY,4,electrical
PVPL,PVZ,4,electrical
PVPL,DVE,1,electrical
PVPL,CP05,1,electrical
PVPR,PQR,10,electrical
PVPR,AVFL,6,electrical
PVPR,AVKR,50,electrical
PVPR,DVA,14,electrical
PVPR,DVC,6,electrical
PVPR,PVPL,14,electrical
PVPR,PVQL,6,electrical
PVPR,PVT,8,electrical
PVPR,PDA,2,electrical
PVPR,VB08,1,electrical
PVPR,VD13,2,electrical
PVPR,hyp,33,electrical
PVPR,SPVL,3,electrical
PVPR,SPVR,2,electrical
PVPR,CA05,28,electrical
PVPR,CA06,11,electrical
PVPR,CA09,7,electrical
PVQL,ASKL,2,electrical
PVQL,PHAL,11,electrical
PVQL,AVKR,3,electrical
PVQL,PVPR,6,electrical
PVQL,PVQR,65,electrical
PVQL,DD05,1,electrical
PVQL,hyp,1,electrical
PVQL,CA05,6,electrical
PVQL,CA06,5,electrical
PVQR,ASKR,4,electrical
PVQR,PHAR,59,electrical
PVQR,PHBR,4,electrical
PVQR,PHCR,1,electrical
PVQR,AVG,7,electrical
PVQR,AVHL,3,electrical
PVQR,AVJR,1,electrical
PVQR,DVB,5,electrical
PVQR,PVQL,65,electrical
PVQR,PDA,1,electrical
PVQR,PDB,6,electrical
PVQR,VD09,1,electrical
PVQR,VD13,1,electrical
PVQR,R2AR,2,electrical
PVQR,HOA,2,electrical
PVQR,PCAL,1,electrical
PVQR,DVF,3,electrical
PVQR,CA05,7,electrical
PVQR,CA06,7,electrical
PVQR,CP05,1,electrical
PVR,ALML,4,electrical
PVR,ALMR,1,electrical
PVR,PVM,1,electrical
PVR,PLML,15,electrical
PVR,PLMR,11,electrical
PVR,DVA,1,electrical
PVR,PVCR,3,electrical
PVR,VB09,2,electrical
PVT,PQR,5,electrical
PVT,DVC,5,electrical
PVT,PVPL,5,electrical
PVT,PVPR,8,electrical
PVT,PDA,2,electrical
PVT,SPVL,29,electrical
PVT,SPVR,1,electrical
PVWL,PQR,2,electrical
PVWL,PHCL,4,electrical
PVWL,PVCL,4,electrical
PVWL,VA12,1,electrical
PVWR,PQR,2,electrical
PVWR,PHCL,2,electrical
PVWR,PHCR,1,electrical
PVWR,PVCR,2,electrical
RID,ALA,4,electrical
RID,AVBR,12,electrical
RID,RMED,3,electrical
PVCL,PDER,1,electrical
PVCL,PHAL,14,electrical
PVCL,AVJL,1,electrical
PVCL,DVA,3,electrical
PVCL,PVNL,1,electrical
PVCL,PVWL,4,electrical
PVCL,PVCR,13,electrical
PVCL,AVAL,15,electrical
PVCL,AVAR,21,electrical
PVCL,DA05,3,electrical
PVCL,DA06,2,electrical
PVCL,DB05,1,electrical
PVCL,VA12,1,electrical
PVCL,VB06,4,electrical
PVCL,VB09,1,electrical
PVCL,VB10,1,electrical
PVCL,hyp,7,electrical
PVCR,PLML,6,electrical
PVCR,PLMR,1,electrical
PVCR,PVDL,1,electrical
PVCR,PVDR,2,electrical
PVCR,PDEL,2,electrical
PVCR,PHAR,7,electrical
PVCR,PHCL,1,electrical
PVCR,PHCR,1,electrical
PVCR,AVFL,2,electrical
PVCR,AVG,5,electrical
PVCR,DVA,3,electrical
PVCR,PVNR,1,electrical
PVCR,PVR,3,electrical
PVCR,PVWR,2,electrical
PVCR,PVCL,13,electrical
PVCR,AVAL,57,electrical
PVCR,AVAR,69,electrical
PVCR,AVDL,2,electrical
PVCR,DA05,3,electrical
PVCR,DA06,3,electrical
PVCR,DA07,4,electrical
PVCR,DA09,5,electrical
PVCR,DB04,2,electrical
PVCR,VA09,2,electrical
PVCR,VA11,1,electrical
PVCR,VB06,1,electrical
PVCR,VB09,1,electrical
PVCR,VB11,2,electrical
PVCR,hyp,7,electrical
AVAL,PLML,2,electrical
AVAL,PLMR,1,electrical
AVAL,PVDR,6,electrical
AVAL,PQR,2,electrical
AVAL,PHAL,2,electrical
AVAL,PVCL,15,electrical
AVAL,PVCR,57,electrical
AVAL,AVAR,108,electrical
AVAL,AVDL,11,electrical
AVAL,AVDR,17,electrical
AVAL,AVEL,4,electrical
AVAL,RIMR,24,electrical
AVAL,DA01,2,electrical
AVAL,DA02,7,electrical
AVAL,DA03,6,electrical
AVAL,DA04,3,electrical
AVAL,DA05,24,electrical
AVAL,DA06,85,electrical
AVAL,DA07,6,electrical
AVAL,DA08,8,electrical
AVAL,DA09,9,electrical
AVAL,DB06,7,electrical
AVAL,DB07,7,electrical
AVAL,AS08,8,electrical
AVAL,AS09,23,electrical
AVAL,AS10,7,electrical
AVAL,DD05,1,electrical
AVAL,VA01,5,electrical
AVAL,VA02,13,electrical
AVAL,VA03,6,electrical
AVAL,VA04,6,electrical
AVAL,VA05,4,electrical
AVAL,VA06,13,electrical
AVAL,VA07,2,electrical
AVAL,VA08,2,electrical
AVAL,VA09,69,electrical
AVAL,VA10,20,electrical
AVAL,VA11,1,electrical
AVAL,VA12,9,electrical
AVAL,VB06,15,electrical
AVAL,VB08,38,electrical
AVAL,VB09,16,electrical
AVAL,VB10,10,electrical
AVAL,VB11,4,electrical
AVAL,hyp,10,electrical
AVAL,CEMVR,11,electrical
AVAL,R3AL,2,electrical
AVAL,PVX,5,electrical
AVAL,CA05,1,electrical
AVAR,PLML,3,electrical
AVAR,PVDL,4,electrical
AVAR,URYDR,8,electrical
AVAR,PQR,17,electrical
AVAR,AVKL,1,electrical
AVAR,PVNL,4,electrical
AVAR,PVCL,21,electrical
AVAR,PVCR,69,electrical
AVAR,AVAL,108,electrical
AVAR,AVDL,39,electrical
AVAR,AVDR,33,electrical
AVAR,AVER,8,electrical
AVAR,RIML,9,electrical
AVAR,SMDVR,1,electrical
AVAR,DA01,9,electrical
AVAR,DA02,3,electrical
AVAR,DA03,7,electrical
AVAR,DA05,14,electrical
AVAR,DA06,17,electrical
AVAR,DA07,15,electrical
AVAR,DA08,5,electrical
AVAR,DA09,1,electrical
AVAR,DB06,6,electrical
AVAR,AS08,5,electrical
AVAR,AS09,5,electrical
AVAR,AS10,7,electrical
AVAR,VA01,7,electrical
AVAR,VA03,3,electrical
AVAR,VA04,3,electrical
AVAR,VA05,5,electrical
AVAR,VA07,5,electrical
AVAR,VA08,2,electrical
AVAR,VA09,26,electrical
